full_text,username,created_at
jakarta banjir nih bangsat lu diem aja nih dulu timbang banjir semata kaki lu koar kaya monyet skrg banjir sampe dengkul lu malah kicep partai sampah emg ga pantes masuk parlemen,Libertaz_7,Thu Feb 29 20:00:56 +0000 2024
kalo kaya mah jaman jabatan serba give away maklumin ajalah namanya hujan kaya ga pernah banjir aja kalo jaman pa anies baru deh goreng teros,dkslxk36,Thu Feb 29 20:00:39 +0000 2024
syukurlah klo gitu tpi oke lah sehari surut dulu chi pernah sampe 4 hari banjir sepaha hampir sepinggang listriknya padam jg selama 4 hari bad moment bgt sih soalnya ga main hp sama sekali sama gelap2pan,chiagoreng,Thu Feb 29 20:00:36 +0000 2024
banjir hilux edan hrg 40jtan,an99ik,Thu Feb 29 19:59:02 +0000 2024
cakepnyaa beneran habis gelap banjir terbitlah terang pengendali seasons emang,godsashe,Thu Feb 29 19:57:58 +0000 2024
yg bikin statmen orang goblok hujan sehari smlm udah banjir anis suruh jd gubernur lgi hujanya suruh 2 hari 2 malem coba banjir ngga pas anis jd gubernur kliatan banget orang yg sakit hati anis gagal naik nyapres lucu,AdhiMahar79069,Thu Feb 29 19:56:58 +0000 2024
jakrta banjir nder goreng2 laah,rois2709,Thu Feb 29 19:56:08 +0000 2024
buzzer2 berisik klo jakarta banjir iya gubernurnya kan bukan anies baswedan,Ex_TKI,Thu Feb 29 19:53:30 +0000 2024
garagara nungguin update tiap landing akhirnya last landing banjir pecah bgt nangis kek org patah hati terharu pol to the moon,galuhhw_,Thu Feb 29 19:52:11 +0000 2024
ga ngebacot jakarta banjir kaya parkiran air hii,Saepul1418320,Thu Feb 29 19:50:34 +0000 2024
kelapa gading mah ga heran paling byk yg senwaktun negatif anies sejak pilgub dki 2017 meski diframing negatif banjir kelapa gading zaman anies dihandle baik giliran zaman pj heru daerah sini gmpang banjir nikmati pilihanmu senwaktun kok didahulukan,iamkukka,Thu Feb 29 19:45:56 +0000 2024
banjir ni jakarta ko tumben diem lu,Mhmmd_nrdnn,Thu Feb 29 19:42:36 +0000 2024
kan mah mengatasi banjir akn mudah jdi persiden mlh sekarang ga urus banjir urus nya ank kolega nya hii,Saepul1418320,Thu Feb 29 19:40:38 +0000 2024
dah endorse kaesang cuma dpt 5 kursi dana kampanye terbesar 2 gak simpati makanye elo2 pade jgn belagu dah noh jakarta banjir dimane2 sebiji kagak ade tuh yg,Neerwan01,Thu Feb 29 19:38:02 +0000 2024
mana ni yg waktu kalau anis banjir 4 jam langsung surut la,jinggo36899111,Thu Feb 29 19:35:08 +0000 2024
bbanjir banjir banjir banjir,mizuru21,Thu Feb 29 19:35:08 +0000 2024
min jakarta banjir min kok nyerocos min mana suka nge blok min bangun jakarta banjirr,Main___villain,Thu Feb 29 19:34:18 +0000 2024
katanya hanyut terbawa banjir si peje,jangkentot,Thu Feb 29 19:34:10 +0000 2024
halaaah mana suaranya banjir jakarta,JupawanA,Thu Feb 29 19:30:24 +0000 2024
maaf pj bangun jd tau udah banjir sana sini,cpstmpbn,Thu Feb 29 18:56:17 +0000 2024
ngetik tweet keadaan stress airmata banjir mana geli sendiri nangis abis abisan coba kalian bayangin lipan pertama kalinya lebih baik tercepot cepot ngeluarin kecoa dibadan lipansumpah gakan lupa,kesshrrr,Thu Feb 29 18:53:17 +0000 2024
banjir menggenang warga mengungsi kerabat,KompasTV,Thu Feb 29 18:53:06 +0000 2024
terakhir kerja kelapa gading gak banjir kok sekarang banjir lagiiiii cok,moonhiugalaxy,Thu Feb 29 18:52:31 +0000 2024
wkwkwk kocak jaman anis udah banjir jaman ahok doang kagak,crekidot,Thu Feb 29 18:51:33 +0000 2024
pembinaan water harvesting structures berintegrasi pelbagai jenis saiz pelbagai tempat dpt meningkat daya tahan slps hujan lebat kemarau risiko kebakaran hutan gambut seumpamanya flash,syawal,Thu Feb 29 18:50:46 +0000 2024
emang jaman anis gubernur jakarta pernah banjir mau lihatin jaman anis jakarta banjir apa ancol pinggir laut banjir lah,Hendra62429716,Thu Feb 29 18:49:14 +0000 2024
jakarta banjir nih kok diem2 aj,DesyAriyant1,Thu Feb 29 18:49:05 +0000 2024
banjir,pesonascara,Thu Feb 29 18:49:03 +0000 2024
pr indonesia banyak banget allah butuh utk mengatasi kemacetan banjir harga sembako yg mahal public transportations yg menjangkau semua wilayah kurangnya jalan raya penghubung jajaran pemerintahan korup bullying sekolah apa kira2,awesomebabie,Thu Feb 29 18:48:06 +0000 2024
kocak ahok doang yg beresin banjir selama sisanya ngerusak doang,alvinaditaditya,Thu Feb 29 18:45:48 +0000 2024
baru tanggal 1 udah banjir aja,iamyourmakmum,Thu Feb 29 18:45:14 +0000 2024
kata kakek yg pernah tinggal dki 45 tahun tak ceeitanya jakarta tak banjir karna jakarta lebih rendah permukaan air laut pak anis paling sukses meminimalisir banjir dki,WempieSD,Thu Feb 29 18:43:21 +0000 2024
daerah kok banjir buset dah balikpapan mataharinya kaya berada atas kepala,jigiyagan,Thu Feb 29 18:42:59 +0000 2024
jarang temui politisi kek bung yg mau mengungkapkan suatu realita sprti apa adanya tp yg jadi aneh knpa persoalan banjir skrang yg meributkannya hiruk pikuk sprti dulu,KasmirRahim,Thu Feb 29 18:40:58 +0000 2024
jakarta banjir tuh mana teriakan udeh disumpel mulut lu pade,kayu_otong,Thu Feb 29 18:25:41 +0000 2024
memang banjir jadi gubernur g sesuai bacotan nya waktu debat ahok makanya kalah pilpres koid,Joe26368841,Thu Feb 29 18:25:02 +0000 2024
ora nyangkem jakarta ki loh banjir pol heru piye to kerjane peta po ra,jangancurangwo,Thu Feb 29 18:24:53 +0000 2024
banjir noh jktkritik gubernur give away,HarisFadil92393,Thu Feb 29 18:23:56 +0000 2024
jakarta banjir tuh kok gak lg bunyinya picek,biarajadibilan1,Thu Feb 29 18:23:40 +0000 2024
banjirnya kangen mention sm udah lama gk disebut kata si banjir,BobTeuku96933,Thu Feb 29 18:23:35 +0000 2024
mengatasi banjir kemacetan ibukota cara sangat brilian mebuat ibukota baru,Enigma1578,Thu Feb 29 18:23:26 +0000 2024
mungkin kebawa banjir,cellabotak,Thu Feb 29 18:23:08 +0000 2024
sama sama produk istana larang dihujat bentar buat alasan deh tuh banjir biar tambah dana buat ikn,refkialfian,Thu Feb 29 18:23:03 +0000 2024
bah abah kacau nih banjir paraahhh,bg_djambak,Thu Feb 29 18:20:05 +0000 2024
jakarta banjir,GladokT68549,Thu Feb 29 18:19:40 +0000 2024
jakarta banjir,GladokT68549,Thu Feb 29 18:19:24 +0000 2024
jakarta banjir noh diem bae,GladokT68549,Thu Feb 29 18:19:05 +0000 2024
masa partai paling berisik 20182022 kalo jakarta banjir ga lolos si bungsu cc,jangancurangwo,Thu Feb 29 18:17:50 +0000 2024
ingat kata anies air turun langit dimasukkan bumi bukan dialirkan laut namanya melawan sunatullahhabis bikin sumur resapan ehh banjir yg disalahkan pj gubernur dagelan emang pendukung nya anies,jvNandos,Thu Feb 29 18:07:48 +0000 2024
comment sectionnya banjir air mata,ecoutesal,Thu Feb 29 18:06:23 +0000 2024
waktu gubernur aniesedan selama 5 thn banjir turun hujan,TatangSalman,Thu Feb 29 18:06:05 +0000 2024
pak anies ttp bully salahin kok lg rame soal jpo tuh buat alihin banjir aja sebenarnya,ank_ghiet,Thu Feb 29 18:06:05 +0000 2024
banjir ooo tengok pasal kiub tomyam kat tiktok dah lah tengah jauh,fahimzndn,Thu Feb 29 18:05:36 +0000 2024
yg bilang mudah mengatasi banjir jadi presiden jd presiden,firmanbharat1,Thu Feb 29 18:05:12 +0000 2024
lu kemakan umpan pancingan nih banjir jakarta bener bener tenggelam pembahasan jpo,ank_ghiet,Thu Feb 29 18:02:03 +0000 2024
banjir tuh lu sama tmn lu butuh suara merdu kalian banget nih,lemetryit,Thu Feb 29 18:01:59 +0000 2024
video viral kelapa gading dilanda banjir netizen nyiyir ungkap kader psi penjilat hingga sentil pj gubernur jakarta,tvOneNews,Thu Feb 29 18:01:36 +0000 2024
bahas jpo kan buat mancing aja biar kegiring buat ngejauh pembahasan banjir jakarta bahas soal anies umpan yg sangat empuk sekali hahaha,ank_ghiet,Thu Feb 29 18:00:01 +0000 2024
brarti ga salah kalo anies gagal jadi mentri gagal jadi presiden gagal ngatasin banjir banyak omong omongan gonta ganti ga konsisten,Girdo0818,Thu Feb 29 17:59:44 +0000 2024
elu sihhh ngabari dki banjir kok psi lg banjir banjir air mata air mata duka akibat tak masuk senayan derita lu nasib lu lah sabar,Muh_N_UD,Thu Feb 29 17:58:38 +0000 2024
ku buktikan segala doa harapannya seketika jugaaa banjir,syaasaurwr_,Thu Feb 29 17:49:01 +0000 2024
sinj dewi sayanggg ewe sampek banjir,Katsuyuki008,Thu Feb 29 17:45:22 +0000 2024
nyatanya memang anies ga jalanin normalisasi sungai sungai2 dikeruk wajar kalo jakarta banjir disebut anies,maudears,Thu Feb 29 17:44:51 +0000 2024
ki jakarta banjir kibacot mana,Ghulam_Cromok,Thu Feb 29 17:44:08 +0000 2024
cak ancol banjir tuh,Tomskiii_,Thu Feb 29 17:43:47 +0000 2024
sibuk gigit tulang nie kok gak teriak banjir spt dulu tulang,paijomarkucel,Thu Feb 29 17:43:39 +0000 2024
air mata mengalir deras ky banjir,dumpdumpspiaram,Thu Feb 29 17:43:20 +0000 2024
gapapaa siap menampung semisal hati kakak banjir bandang terlalu bucin,skyIaand,Thu Feb 29 17:43:18 +0000 2024
tambahin air hujan chikuy kalau mau banjir,chacha_stp,Thu Feb 29 17:41:36 +0000 2024
banjir banjir,ricafvlin,Thu Feb 29 17:41:26 +0000 2024
jakarta banjir oii,muhamadahya6,Thu Feb 29 17:41:23 +0000 2024
nangis tengah malem gara2 artesssss alias salma gilak rumah barunya bikin seindonesia banjir air mata congrats sal enak bgtttt,tentangsr,Thu Feb 29 17:41:18 +0000 2024
halo tes satu hidup apa hitungin suara yg ga seberapa jakarta banjir noh,psypercuts33,Thu Feb 29 17:38:46 +0000 2024
kurang banjir banjir,Chikakuyy,Thu Feb 29 17:37:59 +0000 2024
nonton bokep lendir nya banjir,Pujaaaaaa1405,Thu Feb 29 17:37:01 +0000 2024
pj heru budi banjir dki knpa ditangani,lubis50182,Thu Feb 29 17:35:48 +0000 2024
kok twitter sepi banjir jakarta hari editan,MSyahid48,Thu Feb 29 17:35:21 +0000 2024
salah satu contoh hujan akhirnya terjadi banjir jalanpun akhir macet total baru pj gubernur dki jakarta daerah kelapa gading daerah moi sekitarnya blm atasi era gub dki jakarta anies baswedan pernah kejadian tesebut,Simanjunta9Nico,Thu Feb 29 17:35:07 +0000 2024
kalo overload gimanaa banjir bandang,dimaknai,Thu Feb 29 17:34:19 +0000 2024
3x play 3x banjir,syaasaurwr_,Thu Feb 29 17:33:47 +0000 2024
brosis jakarta banjir ko diem bae anjenk,Sultankwkwkw,Thu Feb 29 17:33:22 +0000 2024
politik move on rezim sebelumnya banyak gagal tetep dilanjut move on palelu bejedut bangunin heru suruh nanganin banjir coba,fakyuuteh,Thu Feb 29 17:32:58 +0000 2024
jakarta banjir mana lu kok diem aja lu,NetralID62,Thu Feb 29 17:32:33 +0000 2024
jakarta banjir nooohburuan ngonten,d_manK,Thu Feb 29 17:31:37 +0000 2024
abaaahhhh jakarta banjir bah diem semuaaaaaa,yourfuture95,Thu Feb 29 17:31:36 +0000 2024
pengalihan isu banjir,momojiji__,Thu Feb 29 17:30:35 +0000 2024
banjir,jeoneunsals,Thu Feb 29 17:30:14 +0000 2024
tumben psi gk teriak banjir dki hehe,BoimPringgadani,Thu Feb 29 17:30:05 +0000 2024
ayu mana kapal mana mau karam siap siap pakw pelampung 10 lapis dulu bentar biar ga banjir air matchaxixixiixixi sory streess dikit gangaruh,wecantbfreind,Thu Feb 29 17:28:19 +0000 2024
jakarta banjir mana bacotnya,lonelypersonism,Thu Feb 29 17:17:14 +0000 2024
banjir nih buu pakk gak teriak teriak,spatialratio,Thu Feb 29 17:17:10 +0000 2024
600rb hektar food estate menghabiskan brp triliunan lebih baik 45t jadi stadion bertaraf internasional walaupun skrg d otak atik rumputnya sama si kadrun jadi banjir udah tau sistem drainase udh bagus malah diotak atik kocak,fajripoerwaaa,Thu Feb 29 17:16:59 +0000 2024
banjir air mata abis dengerin rumah salma salsabil,saltymichi,Thu Feb 29 17:16:46 +0000 2024
min jakarta banjir cuma ngasih tau,Mafiafifa_,Thu Feb 29 17:16:11 +0000 2024
hamdallah daerah kokas ga banjir walaupun ujan deres,runextdo,Thu Feb 29 17:14:09 +0000 2024
nih gada yg ramein jakarta banjir tumben,Theeaaaaaaa,Thu Feb 29 17:13:58 +0000 2024
bu jakarta banjir nih gak teriak teriak,spatialratio,Thu Feb 29 17:13:50 +0000 2024
baru mulai aja udah nangis merinding sampe lagunya slesai banjir banget nih air mata rumah is out now,rsajalahhh,Thu Feb 29 17:13:50 +0000 2024
benang merahnya titik nol ikn ibu kota nepotisme ikn bukan ibu kota negara ibu kota nusantara ikn bukan pusat pemerintahan pusat ekonomi ikn bukan bebas banjir bebas demonstran ikn bebas campur tangan mui dg pki,jupriadimz7,Thu Feb 29 17:13:35 +0000 2024
bu jakarta banjir nih gak teriak teriak,spatialratio,Thu Feb 29 17:13:26 +0000 2024
udahhhh ni sampe banjir,sebelas9811,Thu Feb 29 17:13:00 +0000 2024
udahlah jalan rusak plus banjir nya hahah lengkap dah pku,hardian_novely,Thu Feb 29 17:12:54 +0000 2024
kalau esk tb2 banjir jgn kaget soalnya rumah is out now,salmaapau,Thu Feb 29 17:12:44 +0000 2024
fakkkk tinggal gading was fun til tbtb banjir bnrn dah betul jalanan hari kyk masuk arah komplek w padat merayap dammit,pinedepun,Thu Feb 29 17:12:30 +0000 2024
jadi biasa nih melakukan rutinitas bulanan td sm jg ikut yg bm makan sama nasi kandar banjirbanjir pan kapan km cobain deh nasi kandar yg viral noted jgn makan sambel nya yah,chacha_stp,Thu Feb 29 17:11:39 +0000 2024
banjir banjir rumah is out now,yourfavotulip,Thu Feb 29 17:11:35 +0000 2024
udah bikin banjir rumah is out now,sebelas9811,Thu Feb 29 17:11:26 +0000 2024
kaget berita banjir banjir emg kmrn hujannya serius jaktim kyk sebentar rintik sebentar curah sedang aja,thifoxx,Thu Feb 29 17:11:20 +0000 2024
mana berita jkt banjir terus nyalahin heru budi nya,bowgyuuu,Thu Feb 29 17:10:43 +0000 2024
jakarta banjir bawah kepemimpinan anies sampah bermunculan dimana2 bahkan luar jakarta bawah kepemimpinan pj heru jakarta banjir minim sampah hebatnya pj heru mampu melimitasi sampah jakarta,GanjaOto,Thu Feb 29 17:10:40 +0000 2024
ujan banjir,elycocow,Thu Feb 29 17:09:59 +0000 2024
jakarta banjir jakarta sebuah kampung besar membangun serampangan infrastructure tampa mengindah kan amdal andal,Harjomulyo1738,Thu Feb 29 17:09:48 +0000 2024
pengalihan isu gegara liwet banjir pak,fxckyye,Thu Feb 29 17:09:41 +0000 2024
mata banjir,expelliarr,Thu Feb 29 17:09:16 +0000 2024
abis dengerin rumah jadi banjir mak pak maafin anak perempuanmu yg gengsinya setinggi burj khalifa bikin bahagia doain adek selalu,coffeemilkbul,Thu Feb 29 17:09:12 +0000 2024
banjir,gadjahhhhh,Thu Feb 29 17:08:56 +0000 2024
huaaa banjir rumah is out now,Anissafirda14,Thu Feb 29 17:08:53 +0000 2024
salma bener bener lu yeee bikin mata banjir malem malem,Yosyqyud,Thu Feb 29 17:08:47 +0000 2024
trs ntr yg komen tuhkan udh bener ibu kota dipindah jkt udh mau banjir,muhammadkhoiri1,Thu Feb 29 17:08:12 +0000 2024
partai sampah ikut hanyut kebawa banjir,MasMadYap,Thu Feb 29 17:08:02 +0000 2024
guaa banjir bgtt gimana yahhhh,inibubblee,Thu Feb 29 17:07:51 +0000 2024
banjir air mata rumah is out now,thepreetyidols,Thu Feb 29 17:07:46 +0000 2024
0000 waktu to make a wish semoga bangun pagi gak macet gak hujan gak banjir,Dirhamsyah_7,Thu Feb 29 17:00:06 +0000 2024
sibuk nyalahin anies soal banjir ampe rambut jidat enggan tumbuh,ririsa064,Thu Feb 29 16:59:32 +0000 2024
coba cek kali aja herbud ikutan hanyut kebawa banjir pas bobo cantik,doresekai,Thu Feb 29 16:58:33 +0000 2024
happy kiyowo banjir rejeki,namguhee,Thu Feb 29 16:58:19 +0000 2024
kelapa gading banjir noh kaga berenang lu,Dhoni2622329944,Thu Feb 29 16:58:04 +0000 2024
anjrit ngebayangin lg mana tapaki disini tuh malah kyk sop banjir kuah nya,kwakjiseokx,Thu Feb 29 16:57:46 +0000 2024
emang mau maunya disetir coy jpo pengalihan isu banjir jakarta coy,jeniperseger,Thu Feb 29 16:57:45 +0000 2024
udh banjir kak rad rumah is out now,akuiniayaaa,Thu Feb 29 16:57:16 +0000 2024
woi jakarta banjir elu kaga berisikin si heru wooiiiiii bacod elu mana masalah banjir dki woiiiiiii ngebacod dong,FireEngineer000,Thu Feb 29 16:56:35 +0000 2024
sorry to say tinggal pulomas puluhan tahun ngalami banjir paling parah justru waktu anies jadi gubernur,DonyAmirul,Thu Feb 29 16:56:24 +0000 2024
yg bener aja lu dika jpo doang yg diurusin banjir kaga,maurabelllll,Thu Feb 29 16:56:22 +0000 2024
bner tuh olympus bneran banjir scatter sering cuan,Ruslana0783146,Thu Feb 29 16:55:48 +0000 2024
bner tuh olympus bneran banjir scatter sering cuan,Ruslana0783146,Thu Feb 29 16:55:43 +0000 2024
jakarta banjir,sepupubiawak,Thu Feb 29 16:54:37 +0000 2024
bner tuh olympus bneran banjir scatter sering cuan,Kira75393040423,Thu Feb 29 16:54:25 +0000 2024
maklum suaranya terbawa arus banjir sampe masuk gorong2 hanyut istana moga aja ga tenggelam klo tenggelam jadi wabah,Ms4Dean,Thu Feb 29 16:49:59 +0000 2024
day 11 as a buten menerjang hujan banjir tetap inten tercinta,Arkanaishere,Thu Feb 29 16:49:59 +0000 2024
hai kak tinggal kelapa gading jl jingga raya sebelah polsek kelapa gading yg lama 2020 hujan deras berhari palingan cuman genangan air semata kaki laaah tadi banjir nya selutut padahal intensitas hujannya biasa aja kakak warga kelapa gading jg bukan,IdrisAndestaa,Thu Feb 29 16:49:21 +0000 2024
hajar dark manusia kagak pernah bersyukur kalo banjir yg ujan sekarang jakarta ngebacotinnye parah heru deng kayaknya kgk bakal ngebacotin heru soale segerombolan,Enc131211Enc,Thu Feb 29 16:47:52 +0000 2024
wasekjen demokrat sebut anies baswedan terbaik tangani banjir jakarta zaman heru budi makin parah fair,RepelitaO,Thu Feb 29 16:47:40 +0000 2024
siap banget banjir air mata nih sal rumah is out now,okszss,Thu Feb 29 16:46:53 +0000 2024
udh ngga banjir rumah skr,arvand90,Thu Feb 29 16:46:51 +0000 2024
audit banjir,fadli_izmir,Thu Feb 29 16:46:36 +0000 2024
dampak banjir brebes 12 bangunan rusak,AboutSemarangID,Thu Feb 29 16:46:12 +0000 2024
tlonkberi xiaoyu angst bikin banjir mewek nangid brutal sampe meler ingusan hiks,bbyryunosuke__,Thu Feb 29 16:45:54 +0000 2024
unhas langganan banjir apa gimana keknya tiap tahun denger kabarnya selalu banjir,__eastblue,Thu Feb 29 16:45:41 +0000 2024
banjir rame jpo nya oke,bakuliwax,Thu Feb 29 16:45:07 +0000 2024
jakarta banjir goblok hujat tuh si heru jangan diem aja mana bacotan jakarta nya masa cuma pas jaman anis standarnya kebanyakan lu,nneuvillettee,Thu Feb 29 16:45:00 +0000 2024
tadi sore dh banjir banget after vlog lanjut teaser mv daesung auto play muter epitone projek sleepless dh sampe sesenggukan,kminhae1,Thu Feb 29 16:44:50 +0000 2024
banjir di era gubernur sesudahnya namanya genangan faham,Dhanca1,Thu Feb 29 16:44:41 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,HumasJatiasih,Thu Feb 29 23:09:46 +0000 2024
ehh dulu masalahnya bobotol sama semua semarang fans apa cuma eb beberapa tribun utara kalau semua semarang fans termasuk pb hlgn 32 brrti bodoh pdhl keduanya ikut aksi evakuasi bobotol waktu smg kmrn jelas yg away kmrn chant,ikiulil,Thu Feb 29 22:53:42 +0000 2024
la diri lu sendiri pukul rata anying lu kmrn dengerin kan semua chant semarang fans chant pbamphlgn32 nah yg ribut sama encib eb justru banyak korlap pb bantuin evakuasi keluar sok playing victim lu barudak cilok,ikiulil,Thu Feb 29 17:43:12 +0000 2024
bayangin orang orang yg berkerumun tkp bukan cuma mo nontoninbantuin evakuasi lg nunggu giliran,MilanOutLoud,Thu Feb 29 17:36:30 +0000 2024
tnipolri hadir kemanusiaan berperan negeri kesigapan personel tnipolri dlm membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi jalan,HumasJatiasih,Thu Feb 29 15:51:34 +0000 2024
sangat segera evakuasi tempat yg aman,AUdinunyu27760,Thu Feb 29 15:40:29 +0000 2024
selamat malam kak railmin koordinasi unit terkait dinformasikan petugas damkar stasiun mojokerto sedang membantu proses evakuasi imbas ka commuter line dhoho 419 tertemper orang lintas tarikmojokerto railmin imbau selalu hatihati,KAI121,Thu Feb 29 15:34:39 +0000 2024
kamis 29 februari 2024 1714 wib siap 112 kota mojokerto menerima laporan permintaan ambulans kel gunung gedangan kec magersari evakuasi seorang warga kesehatan menurun laporan ditindaklanjuti petugas psc 119 kota mojokerto,siap112kotamojo,Thu Feb 29 14:53:08 +0000 2024
